,date,temp_mean,HR_mean,nonext,cvd,resp,dow,pm10_mean.mean,holidays
1748,13/10/2004,10.27777778,64,116,52,6,Monday,NA,0
1749,14/10/2004,5.277777778,53.625,125,59,13,Tuesday,26.23840783,0
1750,15/10/2004,7.5,45.125,113,54,11,Wednesday,36.18528158,0
1751,16/10/2004,16.38888889,42.5,127,59,13,Thursday,71.82501646,0
1752,17/10/2004,6.944444444,83.375,94,37,7,Friday,25.20184542,0
1753,18/10/2004,3.333333333,56.125,111,50,5,Saturday,20.90611683,0
1754,19/10/2004,5.277777778,48.5,89,36,10,Sunday,19.1531551,0
1755,20/10/2004,10.27777778,59,112,49,10,Monday,45.49367043,0
1756,21/10/2004,17.77777778,45.75,127,55,8,Tuesday,45.21599598,0
1757,22/10/2004,19.16666667,73.625,110,53,9,Wednesday,54.93595191,0
1758,23/10/2004,20,86,117,54,7,Thursday,24.1807303,0
1759,24/10/2004,14.72222222,88.375,124,58,8,Friday,9.439497501,0
1760,25/10/2004,10.27777778,94.125,141,58,11,Saturday,19.30332104,0
1761,26/10/2004,10,93.75,119,58,16,Sunday,8.145180854,0
1762,27/10/2004,12.77777778,90.375,117,46,10,Monday,2.437461335,0
1763,28/10/2004,17.5,85.5,117,66,7,Tuesday,27.09677025,0
1764,29/10/2004,8.055555556,88.875,111,47,5,Wednesday,7.314895522,0
1765,30/10/2004,8.888888889,91.875,92,43,9,Thursday,NA,0
1766,31/10/2004,6.388888889,73.125,113,52,11,Friday,NA,0
1767,01/11/2004,-3.888888889,65.875,120,63,8,Saturday,19.61288227,0
1768,02/11/2004,-7.5,82.125,122,53,8,Sunday,16.16621573,1
1769,03/11/2004,-7.5,63.625,127,53,15,Monday,38.86757084,0
1770,04/11/2004,-2.222222222,67,141,77,13,Tuesday,25.32132512,0
1771,05/11/2004,-1.944444444,49.5,104,47,8,Wednesday,28.32628307,0
1772,06/11/2004,-6.666666667,39.5,127,56,17,Thursday,29.12862282,0
1773,07/11/2004,-5.555555556,53.5,106,45,8,Friday,37.42012229,0
1774,08/11/2004,-3.333333333,65.75,127,49,11,Saturday,6.051988575,0
1775,09/11/2004,0.555555556,72,137,66,9,Sunday,38.19043504,0
1776,10/11/2004,1.388888889,89.75,131,51,9,Monday,NA,0
1777,11/11/2004,1.666666667,86,119,52,12,Tuesday,32.72365905,0
1778,12/11/2004,7.5,84.125,118,63,4,Wednesday,27.1797166,0
1779,13/11/2004,8.888888889,93.75,111,55,3,Thursday,34.38640449,0
1780,14/11/2004,10,91.75,115,56,5,Friday,37.33483122,0
1781,15/11/2004,5,81.625,110,53,5,Saturday,21.96658111,1
1782,16/11/2004,5.833333333,70.5,111,43,11,Sunday,NA,0
1783,17/11/2004,13.88888889,81.875,130,50,13,Monday,29.38954676,0
1784,18/11/2004,13.88888889,91.875,109,41,4,Tuesday,27.15542093,0
1785,19/11/2004,4.722222222,73.125,94,41,8,Wednesday,20.50219553,0
1786,20/11/2004,4.444444444,65.625,130,54,12,Thursday,NA,0
1787,21/11/2004,6.388888889,81.75,130,65,16,Friday,38.91370549,0
1788,22/11/2004,1.388888889,80.875,119,51,8,Saturday,18.9985993,0
1789,23/11/2004,-5,75.5,116,42,8,Sunday,31.75947395,0
1790,24/11/2004,-8.055555556,76,108,50,8,Monday,25.72275833,0
1791,25/11/2004,-5,59.5,110,50,10,Tuesday,34.93337284,0
1792,26/11/2004,3.611111111,78.625,117,56,8,Wednesday,33.75355913,0
1793,27/11/2004,2.222222222,96.5,111,47,14,Thursday,3.215591919,0
1794,28/11/2004,9.444444444,82.875,129,55,11,Friday,NA,0
1795,29/11/2004,6.388888889,77.5,112,56,1,Saturday,6.743600184,0
1796,30/11/2004,-2.777777778,52.125,102,51,11,Sunday,17.59659645,0
1797,01/12/2004,-0.833333333,96.5,136,60,14,Monday,14.88497753,0
1798,02/12/2004,-5.555555556,84,133,63,14,Tuesday,20.64352115,0
1799,03/12/2004,-13.33333333,72.875,134,69,10,Wednesday,28.1251273,0
1800,04/12/2004,-6.388888889,68.75,124,53,10,Thursday,21.51848702,0
1801,05/12/2004,-4.444444444,84.75,114,41,17,Friday,26.72752054,0
1802,06/12/2004,6.666666667,95.25,132,65,11,Saturday,18.56185235,0
1803,07/12/2004,9.444444444,89.25,150,70,13,Sunday,22.57684806,0
1804,08/12/2004,1.944444444,89.625,115,51,13,Monday,29.96092938,0
1805,09/12/2004,3.611111111,76.875,139,61,10,Tuesday,18.94100802,0
1806,10/12/2004,4.444444444,83.125,127,61,11,Wednesday,26.92224027,0
1807,11/12/2004,9.444444444,86.875,136,59,15,Thursday,20.51603171,0
1808,12/12/2004,3.055555556,89.75,114,49,9,Friday,40.02333595,0
1809,13/12/2004,-1.666666667,57.75,142,68,16,Saturday,35.58457337,0
1810,14/12/2004,-7.777777778,58.75,136,61,13,Sunday,24.93622792,0
1811,15/12/2004,-6.111111111,70.75,136,57,16,Monday,20.95640698,0
1812,16/12/2004,-1.944444444,52.25,120,50,14,Tuesday,44.72950473,0
1813,17/12/2004,-9.166666667,62.375,133,54,19,Wednesday,24.59735345,0
1814,18/12/2004,-7.222222222,55.25,137,60,14,Thursday,35.7753728,0
1815,19/12/2004,0.277777778,97.5,120,45,11,Friday,26.75594175,0
1816,20/12/2004,-0.555555556,95.625,138,59,11,Saturday,18.93146411,0
1817,21/12/2004,0.277777778,100,135,55,17,Sunday,5.277767398,0
1818,22/12/2004,-0.833333333,68.5,146,69,10,Monday,20.99613029,0
1819,23/12/2004,-1.111111111,79.375,145,72,12,Tuesday,28.10417477,0
1820,24/12/2004,-1.111111111,88.625,128,61,17,Wednesday,38.12788777,0
1821,25/12/2004,1.944444444,85.625,127,53,13,Thursday,31.81823671,1
1822,26/12/2004,1.944444444,91.25,128,58,15,Friday,30.29901368,0
1823,27/12/2004,1.666666667,92.875,122,55,12,Saturday,26.39198004,0
1824,28/12/2004,0.277777778,86.875,137,67,14,Sunday,41.31339054,0
1825,29/12/2004,1.111111111,81.375,127,56,14,Monday,28.42995962,0
1826,30/12/2004,0.555555556,84.25,117,52,9,Tuesday,20.53403126,0
1827,31/12/2004,0.833333333,93.125,126,56,17,Wednesday,31.29603157,0
1828,01/01/2005,4.166666667,100,131,51,14,Thursday,30.34322532,1
1829,02/01/2005,3.611111111,91.25,145,61,19,Friday,26.46681215,0
1830,03/01/2005,1.666666667,92.25,151,52,16,Saturday,21.43985342,0
1831,04/01/2005,1.666666667,90.875,106,39,13,Sunday,19.91338714,0
1832,05/01/2005,1.666666667,99,150,74,9,Monday,29.34364145,0
1833,06/01/2005,1.388888889,84.25,147,76,15,Tuesday,38.82019591,0
1834,07/01/2005,3.611111111,100,124,59,14,Wednesday,20.81171623,0
1835,08/01/2005,3.333333333,97.5,136,53,16,Thursday,27.79807987,0
1836,09/01/2005,-1.111111111,76.75,128,55,15,Friday,26.23672048,0
1837,10/01/2005,2.222222222,78.125,131,63,15,Saturday,19.26332042,0
1838,11/01/2005,2.5,99,136,64,13,Sunday,17.20613693,0
1839,12/01/2005,0.277777778,98,135,69,11,Monday,16.11592355,0
1840,13/01/2005,-6.388888889,62.25,143,63,17,Tuesday,23.34848596,0
1841,14/01/2005,-14.44444444,59.5,143,61,19,Wednesday,32.35402001,0
1842,15/01/2005,-13.61111111,73.75,119,45,11,Thursday,33.20126592,0
1843,16/01/2005,-6.111111111,55.875,131,66,8,Friday,28.73566569,0
1844,17/01/2005,-14.72222222,60,116,51,6,Saturday,NA,0
1845,18/01/2005,-9.722222222,81.25,117,57,10,Sunday,26.18015395,0
1846,19/01/2005,-4.444444444,79.375,138,60,13,Monday,36.54896413,0
1847,20/01/2005,0.833333333,90.75,125,64,14,Tuesday,33.51123414,0
1848,21/01/2005,1.944444444,96,130,53,10,Wednesday,33.8057965,0
1849,22/01/2005,-1.944444444,74.25,114,37,10,Thursday,44.63213295,0
1850,23/01/2005,-7.5,57.75,131,61,7,Friday,59.62125681,0
1851,24/01/2005,-3.888888889,81.5,143,68,7,Saturday,23.54932923,0
1852,25/01/2005,-6.944444444,85.625,135,60,12,Sunday,28.71384829,0
1853,26/01/2005,-1.111111111,87.75,128,55,9,Monday,39.99273348,0
1854,27/01/2005,-1.388888889,85,111,53,6,Tuesday,35.45725009,0
1855,28/01/2005,-1.111111111,99,104,43,9,Wednesday,40.89339841,0
1856,29/01/2005,0.833333333,92,120,44,9,Thursday,35.02458985,0
1857,30/01/2005,0,69.25,115,49,7,Friday,18.24654509,0
1858,31/01/2005,-0.833333333,77.875,129,56,13,Saturday,36.44910477,0
1859,01/02/2005,3.055555556,86,129,58,10,Sunday,18.43826139,0
1860,02/02/2005,6.388888889,91.875,141,60,10,Monday,77.49305092,0
1861,03/02/2005,2.222222222,71.25,125,51,12,Tuesday,21.4221508,0
1862,04/02/2005,0.277777778,88.875,87,33,10,Wednesday,22.91596609,0
1863,05/02/2005,1.388888889,80.5,118,49,17,Thursday,36.17576545,0
1864,06/02/2005,-2.222222222,72.375,142,59,11,Friday,29.37284851,0
1865,07/02/2005,-7.5,55.875,123,48,6,Saturday,19.82834792,0
1866,08/02/2005,-8.055555556,54.375,99,39,12,Sunday,38.34124887,1
1867,09/02/2005,-0.555555556,97,117,67,9,Monday,72.80451687,1
1868,10/02/2005,-2.777777778,65.75,119,53,14,Tuesday,13.80648218,0
1869,11/02/2005,-4.722222222,66.5,127,58,12,Wednesday,29.49526861,0
1870,12/02/2005,-1.111111111,92.75,118,45,8,Thursday,32.47057519,0
1871,13/02/2005,0.555555556,96.625,119,53,8,Friday,26.55274879,0
1872,14/02/2005,1.666666667,98.5,106,37,11,Saturday,20.60735557,0
1873,15/02/2005,1.111111111,96.125,115,51,9,Sunday,21.03200143,0
1874,16/02/2005,3.055555556,96.125,118,53,10,Monday,25.71384235,0
1875,17/02/2005,4.722222222,96,140,49,16,Tuesday,37.53766882,0
1876,18/02/2005,3.055555556,92.875,99,47,9,Wednesday,20.75539843,0
1877,19/02/2005,4.166666667,74,124,55,12,Thursday,31.72942588,0
1878,20/02/2005,-0.277777778,73.875,110,56,6,Friday,19.50558573,0
1879,21/02/2005,5.555555556,87.875,108,50,7,Saturday,30.00428059,0
1880,22/02/2005,2.777777778,89.25,137,67,12,Sunday,29.42120364,0
1881,23/02/2005,2.222222222,97.625,125,51,10,Monday,37.36050475,0
1882,24/02/2005,0.833333333,77.375,114,51,12,Tuesday,30.95510243,0
1883,25/02/2005,0.833333333,83.75,125,60,6,Wednesday,25.01070739,0
1884,26/02/2005,4.166666667,80.25,119,55,9,Thursday,23.0170966,0
1885,27/02/2005,4.166666667,78.75,127,49,12,Friday,15.90724152,0
1886,28/02/2005,-1.111111111,65.875,105,52,14,Saturday,10.70758686,0
1887,01/03/2005,12.22222222,63.375,113,50,5,Sunday,36.00719445,0
1888,02/03/2005,7.5,95.5,120,55,12,Monday,38.89907888,0
1889,03/03/2005,3.333333333,99.5,122,58,5,Tuesday,47.5233164,0
1890,04/03/2005,9.444444444,75.125,118,52,12,Wednesday,71.22671826,0
1891,05/03/2005,11.66666667,92.625,110,41,13,Thursday,93.16086324,0
1892,06/03/2005,13.05555556,93.75,99,51,6,Friday,44.243988,0
1893,07/03/2005,8.888888889,94.5,112,40,6,Saturday,41.71952395,0
1894,08/03/2005,11.38888889,76,104,47,6,Sunday,21.85995567,0
1895,09/03/2005,6.666666667,95.125,125,59,5,Monday,28.38304203,0
1896,10/03/2005,-6.388888889,67.625,115,64,6,Tuesday,26.90525779,0
1897,11/03/2005,-6.944444444,70.5,128,60,8,Wednesday,28.29139744,0
1898,12/03/2005,-5.277777778,61.625,119,55,6,Thursday,25.7206043,0
1899,13/03/2005,-3.611111111,73,114,43,17,Friday,32.24436945,0
1900,14/03/2005,-1.666666667,68.375,99,47,13,Saturday,21.2518319,0
1901,15/03/2005,-1.666666667,63.5,99,47,4,Sunday,22.70326893,0
1902,16/03/2005,1.388888889,79.125,121,52,10,Monday,22.5452216,0
1903,17/03/2005,3.333333333,66.375,126,57,6,Tuesday,20.54201323,0
1904,18/03/2005,1.111111111,59.5,109,50,10,Wednesday,14.26221364,0
1905,19/03/2005,2.222222222,62.375,125,54,5,Thursday,23.62082479,0
1906,20/03/2005,1.666666667,58.5,102,41,7,Friday,33.67069047,0
1907,21/03/2005,-0.833333333,96.5,122,55,15,Saturday,26.69855605,0
1908,22/03/2005,-2.5,61,116,51,18,Sunday,13.2206997,0
1909,23/03/2005,-0.833333333,58.125,138,68,10,Monday,47.71571274,0
1910,24/03/2005,6.111111111,53.75,101,51,8,Tuesday,51.69035767,0
1911,25/03/2005,6.944444444,67.125,120,42,8,Wednesday,40.25088326,1
1912,26/03/2005,5.277777778,73.5,127,58,9,Thursday,40.17203025,0
1913,27/03/2005,1.111111111,71.75,95,42,10,Friday,20.12530218,1
1914,28/03/2005,2.222222222,75,90,36,9,Saturday,33.16690852,0
1915,29/03/2005,4.166666667,97.25,137,54,9,Sunday,18.52389928,0
1916,30/03/2005,5.555555556,62.5,115,44,13,Monday,27.49481492,0
1917,31/03/2005,5.277777778,58.25,118,50,9,Tuesday,34.48400186,0
1918,01/04/2005,0.833333333,82.75,103,45,5,Wednesday,13.24998024,0
1919,02/04/2005,-0.277777778,58.125,116,47,10,Thursday,25.0607066,0
1920,03/04/2005,3.333333333,75.5,123,56,8,Friday,38.34653379,0
1921,04/04/2005,2.5,56,111,56,8,Saturday,12.87279955,0
1922,05/04/2005,3.611111111,48.25,112,55,10,Sunday,21.82721572,0
1923,06/04/2005,9.722222222,40.875,143,65,9,Monday,42.32635025,0
1924,07/04/2005,11.11111111,65.75,110,52,9,Tuesday,69.15334727,0
1925,08/04/2005,10.27777778,42.375,114,52,11,Wednesday,45.56301345,0
1926,09/04/2005,8.888888889,59.25,117,54,4,Thursday,29.48243694,0
1927,10/04/2005,14.16666667,77.375,107,47,2,Friday,45.14018368,0
1928,11/04/2005,9.722222222,70,99,46,7,Saturday,18.1501039,0
1929,12/04/2005,2.777777778,53.125,101,30,6,Sunday,15.34446871,0
1930,13/04/2005,3.333333333,61.125,112,51,10,Monday,32.0745914,0
1931,14/04/2005,5.555555556,65.25,124,49,10,Tuesday,36.64060085,0
1932,15/04/2005,9.166666667,83.75,110,49,11,Wednesday,45.17349981,0
1933,16/04/2005,11.66666667,93.25,117,48,8,Thursday,18.16298768,0
1934,17/04/2005,5.277777778,88.75,120,58,6,Friday,15.35660545,0
1935,18/04/2005,10.55555556,92.75,87,46,9,Saturday,39.04983985,0
1936,19/04/2005,18.61111111,83.25,113,56,11,Sunday,8.587887715,0
1937,20/04/2005,18.88888889,73.125,116,56,10,Monday,14.86771361,0
1938,21/04/2005,8.888888889,73.5,116,46,10,Tuesday,26.73004473,1
1939,22/04/2005,6.111111111,56.625,115,51,8,Wednesday,21.5783177,0
1940,23/04/2005,9.166666667,93.625,136,57,12,Thursday,32.82544489,0
1941,24/04/2005,6.944444444,79.375,119,57,8,Friday,33.26546446,0
1942,25/04/2005,6.388888889,73.75,120,53,10,Saturday,6.091137925,0
1943,26/04/2005,8.055555556,81.25,102,39,4,Sunday,3.587359985,0
1944,27/04/2005,4.722222222,55.75,131,62,15,Monday,12.19037489,0
1945,28/04/2005,6.666666667,38.625,118,51,8,Tuesday,47.09600769,0
1946,29/04/2005,14.72222222,73.375,118,54,11,Wednesday,44.42856583,0
1947,30/04/2005,9.722222222,80.875,108,44,16,Thursday,52.37601647,0
1948,01/05/2005,18.05555556,40.875,114,48,4,Friday,133.0034857,1
1949,02/05/2005,17.77777778,32.75,111,45,9,Saturday,59.07045396,0
1950,03/05/2005,9.166666667,63.875,116,45,12,Sunday,26.6165334,0
1951,04/05/2005,6.666666667,58.125,108,56,10,Monday,15.44746191,0
1952,05/05/2005,6.388888889,45,108,53,7,Tuesday,47.98468972,0
1953,06/05/2005,6.944444444,32.875,91,43,8,Wednesday,29.68439324,0
1954,07/05/2005,11.11111111,28.5,114,55,8,Thursday,92.09962431,0
1955,08/05/2005,13.33333333,27.625,130,65,5,Friday,57.11182311,0
1956,09/05/2005,14.72222222,61.375,109,49,10,Saturday,49.36912597,0
1957,10/05/2005,18.61111111,45.375,121,62,6,Sunday,53.26855464,0
1958,11/05/2005,22.22222222,46.75,112,49,7,Monday,84.34295223,0
1959,12/05/2005,20.55555556,79.875,127,52,5,Tuesday,47.44249267,0
1960,13/05/2005,12.77777778,60.75,111,60,9,Wednesday,NA,0
1961,14/05/2005,12.22222222,67.375,108,52,5,Thursday,19.42141275,0
1962,15/05/2005,15.83333333,53.375,103,40,10,Friday,81.42866928,0
1963,16/05/2005,22.77777778,53.5,103,45,8,Saturday,67.34311293,0
1964,17/05/2005,19.72222222,56.25,114,46,4,Sunday,35.41038292,0
1965,18/05/2005,11.11111111,78.75,92,40,12,Monday,20.5488145,0
1966,19/05/2005,14.16666667,49.25,106,46,8,Tuesday,38.42266125,0
1967,20/05/2005,19.44444444,48,116,55,8,Wednesday,NA,0
1968,21/05/2005,21.66666667,62,96,43,8,Thursday,92.46034445,0
1969,22/05/2005,23.05555556,68,114,52,7,Friday,83.47166062,0
1970,23/05/2005,12.77777778,74.625,105,46,8,Saturday,54.51568333,0
1971,24/05/2005,4.722222222,71.875,95,47,8,Sunday,10.83538831,0
1972,25/05/2005,5,59,122,50,11,Monday,NA,0
1973,26/05/2005,6.666666667,55.5,88,38,5,Tuesday,18.55496474,1
1974,27/05/2005,8.888888889,33.25,113,54,10,Wednesday,38.55563177,0
1975,28/05/2005,10.27777778,39,87,36,7,Thursday,70.42157106,0
1976,29/05/2005,12.77777778,36.625,126,54,8,Friday,56.38463326,0
1977,30/05/2005,14.44444444,54.375,98,38,7,Saturday,33.38492161,0
1978,31/05/2005,15.55555556,41.25,119,54,16,Sunday,42.41683928,0
1979,01/06/2005,15,57.5,115,46,13,Monday,43.37733631,0
1980,02/06/2005,16.38888889,42.875,109,51,5,Tuesday,21.49682964,0
1981,03/06/2005,18.33333333,49,121,54,9,Wednesday,55.35772135,0
1982,04/06/2005,18.61111111,94,125,55,10,Thursday,51.38241571,0
1983,05/06/2005,19.72222222,75.375,109,52,7,Friday,53.8154928,0
1984,06/06/2005,19.72222222,73.5,120,40,7,Saturday,53.30691262,0
1985,07/06/2005,19.16666667,49,96,42,5,Sunday,19.29268108,0
1986,08/06/2005,16.66666667,55.875,96,38,8,Monday,19.34388344,0
1987,09/06/2005,18.33333333,50,106,47,6,Tuesday,18.32442122,0
1988,10/06/2005,17.77777778,38.5,107,44,3,Wednesday,27.31029734,0
1989,11/06/2005,19.44444444,40.875,104,42,6,Thursday,41.77389179,0
1990,12/06/2005,20.55555556,35.5,133,52,6,Friday,35.17287027,0
1991,13/06/2005,23.05555556,39.75,113,48,8,Saturday,61.20366619,0
1992,14/06/2005,24.16666667,72.875,131,54,8,Sunday,45.28253934,0
1993,15/06/2005,21.66666667,52.25,121,51,10,Monday,45.30244071,0
1994,16/06/2005,24.16666667,48.75,105,46,14,Tuesday,76.29960489,0
1995,17/06/2005,24.16666667,69.75,110,42,8,Wednesday,72.31892513,0
1996,18/06/2005,22.77777778,63.875,100,39,14,Thursday,42.33202392,0
1997,19/06/2005,15.27777778,78.125,112,37,15,Friday,NA,0
1998,20/06/2005,10.83333333,65.25,98,37,11,Saturday,3.391971831,0
1999,21/06/2005,9.444444444,49.625,87,37,5,Sunday,9.309332374,0
2000,22/06/2005,11.38888889,55.5,106,35,9,Monday,62.22979102,0
2001,23/06/2005,18.88888889,66.375,108,44,9,Tuesday,49.1586032,0
2002,24/06/2005,16.94444444,71.375,125,60,14,Wednesday,40.09913324,0
2003,25/06/2005,17.77777778,69.25,102,44,7,Thursday,50.11234661,0
2004,26/06/2005,16.38888889,72.25,108,48,11,Friday,41.11721489,0
2005,27/06/2005,14.44444444,40.5,100,41,3,Saturday,17.08290192,0
2006,28/06/2005,16.66666667,43.5,87,33,5,Sunday,38.0890157,0
2007,29/06/2005,21.94444444,78.125,112,52,9,Monday,54.35012778,0
2008,30/06/2005,19.16666667,60.125,89,44,8,Tuesday,18.0960944,0
2009,01/07/2005,23.61111111,55.875,130,56,14,Wednesday,75.0586949,0
2010,02/07/2005,25,88.375,108,40,7,Thursday,79.0273119,0
2011,03/07/2005,19.44444444,67,108,43,10,Friday,23.92104188,0
2012,04/07/2005,21.66666667,70,95,38,8,Saturday,23.98621559,0
2013,05/07/2005,20.27777778,59.25,99,43,5,Sunday,19.75746297,0
2014,06/07/2005,18.88888889,49.25,99,34,10,Monday,NA,0
2015,07/07/2005,19.72222222,77.25,112,45,7,Tuesday,59.00918881,0
2016,08/07/2005,26.38888889,62.5,119,56,7,Wednesday,65.96087638,0
2017,09/07/2005,23.33333333,73.875,126,40,13,Thursday,31.83924907,1
2018,10/07/2005,24.72222222,58,98,46,5,Friday,31.91297807,0
2019,11/07/2005,22.77777778,79.5,91,46,3,Saturday,32.75405869,0
2020,12/07/2005,23.05555556,84.125,92,41,6,Sunday,25.04627777,0
2021,13/07/2005,20.83333333,91.75,110,56,5,Monday,14.05514347,0
2022,14/07/2005,18.33333333,98.25,102,33,6,Tuesday,11.12440943,0
2023,15/07/2005,20,58.5,107,47,11,Wednesday,19.04801044,0
2024,16/07/2005,20,86,101,41,7,Thursday,41.12429629,0
2025,17/07/2005,23.33333333,71.375,106,48,7,Friday,28.29596826,0
2026,18/07/2005,20,87.5,103,43,7,Saturday,23.17950346,0
2027,19/07/2005,22.5,74.25,99,48,10,Sunday,24.21223746,0
2028,20/07/2005,20,77.625,94,35,8,Monday,18.23297435,0
2029,21/07/2005,16.66666667,64.5,109,46,8,Tuesday,7.373583326,0
2030,22/07/2005,17.5,87.125,101,45,7,Wednesday,29.36281078,0
2031,23/07/2005,16.94444444,88.125,95,38,7,Thursday,29.24936876,0
2032,24/07/2005,19.44444444,85.625,105,42,4,Friday,24.45736407,0
2033,25/07/2005,19.72222222,92.75,114,50,8,Saturday,33.52844707,0
2034,26/07/2005,23.33333333,71.5,97,41,6,Sunday,35.55326341,0
2035,27/07/2005,21.94444444,62.75,107,46,9,Monday,29.53802786,0
2036,28/07/2005,21.94444444,72.375,108,42,8,Tuesday,42.56567361,0
2037,29/07/2005,19.16666667,72.375,103,47,6,Wednesday,23.69924959,0
2038,30/07/2005,16.38888889,98.125,101,42,9,Thursday,17.55452161,0
2039,31/07/2005,19.44444444,57.5,94,29,9,Friday,19.65413916,0
2040,01/08/2005,20,63.25,104,37,8,Saturday,NA,0
2041,02/08/2005,20.55555556,79,110,45,7,Sunday,23.62403853,0
2042,03/08/2005,18.61111111,84.875,110,50,8,Monday,26.87701902,0
2043,04/08/2005,16.94444444,65.875,118,60,8,Tuesday,21.90730952,0
2044,05/08/2005,17.22222222,60,100,42,11,Wednesday,16.92921339,0
2045,06/08/2005,19.72222222,60.75,119,51,11,Thursday,28.54918423,0
2046,07/08/2005,20.27777778,87.375,100,44,5,Friday,54.15760595,0
2047,08/08/2005,24.16666667,74.5,111,54,6,Saturday,37.56889425,0
2048,09/08/2005,26.66666667,79,104,46,5,Sunday,38.56091834,0
2049,10/08/2005,26.11111111,48.375,110,41,7,Monday,34.43840041,0
2050,11/08/2005,21.11111111,56,107,42,7,Tuesday,26.42117014,0
2051,12/08/2005,16.66666667,82,105,53,1,Wednesday,26.44014145,0
2052,13/08/2005,15.83333333,67.375,102,42,8,Thursday,15.37970503,0
2053,14/08/2005,16.11111111,58.875,99,46,5,Friday,18.85655209,0
2054,15/08/2005,16.66666667,62.875,104,47,9,Saturday,13.53795039,0
2055,16/08/2005,17.22222222,57.25,105,45,6,Sunday,25.32714028,0
2056,17/08/2005,17.22222222,59,93,38,5,Monday,74.87907083,0
2057,18/08/2005,18.88888889,84.375,103,44,2,Tuesday,49.40499676,0
2058,19/08/2005,17.22222222,62.625,105,33,11,Wednesday,10.81887139,0
2059,20/08/2005,16.66666667,53,97,45,6,Thursday,48.0931192,0
2060,21/08/2005,18.05555556,59.125,105,39,3,Friday,69.15414637,0
2061,22/08/2005,19.44444444,69,135,44,12,Saturday,58.08259713,0
2062,23/08/2005,23.88888889,69.75,98,38,10,Sunday,52.13885183,0
2063,24/08/2005,25.83333333,72.5,95,36,7,Monday,70.19281778,0
2064,25/08/2005,26.11111111,64.625,103,48,5,Tuesday,46.3145839,0
2065,26/08/2005,19.16666667,91.5,122,50,7,Wednesday,12.16035635,0
2066,27/08/2005,15.27777778,91.75,92,31,8,Thursday,23.65140393,0
2067,28/08/2005,15.27777778,70.625,109,54,7,Friday,24.65098134,0
2068,29/08/2005,18.33333333,61.25,95,49,8,Saturday,44.12332564,0
2069,30/08/2005,18.88888889,63.25,115,48,3,Sunday,23.55965519,0
2070,31/08/2005,17.5,66.75,116,56,5,Monday,38.38761766,0
2071,01/09/2005,17.22222222,72.25,130,44,10,Tuesday,55.68974421,0
2072,02/09/2005,21.11111111,90,123,51,9,Wednesday,48.75247643,0
2073,03/09/2005,19.72222222,59.375,101,44,9,Thursday,34.17676403,0
2074,04/09/2005,18.61111111,70.5,111,50,7,Friday,33.80116277,0
2075,05/09/2005,21.38888889,72.25,111,56,8,Saturday,27.74754871,0
2076,06/09/2005,23.88888889,77.875,111,45,7,Sunday,29.20873004,0
2077,07/09/2005,23.05555556,71,108,48,5,Monday,27.61375152,1
2078,08/09/2005,17.77777778,61.375,93,47,4,Tuesday,39.64672097,0
2079,09/09/2005,17.22222222,97.375,118,53,7,Wednesday,19.76068936,0
2080,10/09/2005,15.55555556,71,119,49,8,Thursday,34.66902433,0
2081,11/09/2005,14.44444444,75.375,97,37,7,Friday,31.61419633,0
2082,12/09/2005,16.66666667,59,118,39,11,Saturday,32.11586074,0
2083,13/09/2005,19.72222222,56.5,96,47,4,Sunday,43.03655696,0
2084,14/09/2005,22.5,88.375,144,67,8,Monday,62.34277129,0
2085,15/09/2005,24.72222222,89.875,104,41,4,Tuesday,45.94446232,0
2086,16/09/2005,25,69.375,90,47,7,Wednesday,96.3564491,0
2087,17/09/2005,21.94444444,77,96,39,5,Thursday,58.82134001,0
2088,18/09/2005,16.66666667,62.5,115,49,7,Friday,34.36236295,0
2089,19/09/2005,11.94444444,61.375,117,52,6,Saturday,23.39529242,0
2090,20/09/2005,15,92.625,134,62,10,Sunday,19.85961482,0
2091,21/09/2005,17.77777778,87.375,119,51,5,Monday,36.82322325,0
2092,22/09/2005,10.83333333,69.25,124,59,11,Tuesday,29.91481778,0
2093,23/09/2005,9.722222222,69.5,80,36,3,Wednesday,25.58737424,0
2094,24/09/2005,11.94444444,51.875,122,61,7,Thursday,29.52127821,0
2095,25/09/2005,15.27777778,66.375,116,59,5,Friday,46.60237465,0
2096,26/09/2005,17.22222222,89.625,128,49,6,Saturday,21.12584171,0
2097,27/09/2005,15,64.125,110,39,11,Sunday,18.73611113,0
2098,28/09/2005,9.722222222,68.625,111,45,8,Monday,30.62117816,0
2099,29/09/2005,9.722222222,67.75,104,49,7,Tuesday,69.59036028,0
2100,30/09/2005,11.94444444,62.625,112,52,4,Wednesday,88.59854916,0
2101,01/10/2005,14.72222222,63.25,107,46,8,Thursday,82.45543287,0
2102,02/10/2005,17.5,62.375,115,47,4,Friday,78.92927509,0
2103,03/10/2005,18.88888889,86.875,106,47,9,Saturday,40.76142033,0
2104,04/10/2005,15,59.875,125,57,15,Sunday,23.45601113,0
2105,05/10/2005,11.66666667,75.5,113,47,11,Monday,23.43500352,0
2106,06/10/2005,11.66666667,69.5,113,47,7,Tuesday,64.99093166,0
2107,07/10/2005,14.44444444,63.875,119,48,12,Wednesday,72.88016484,0
2108,08/10/2005,14.16666667,65.875,91,36,8,Thursday,39.32270919,0
2109,09/10/2005,9.444444444,77.25,115,45,11,Friday,19.2002699,0
2110,10/10/2005,10.83333333,70.25,107,42,7,Saturday,36.0508549,0
